latitude,longitude,propertyTaxRate,garageSpaces,hasAssociation,hasCooling,hasGarage,hasHeating,hasSpa,hasView,parkingSpaces,yearBuilt,latestPrice,numPriceChanges,latest_salemonth,latest_saleyear,numOfPhotos,numOfAccessibilityFeatures,numOfAppliances,numOfParkingFeatures,numOfPatioAndPorchFeatures,numOfSecurityFeatures,numOfWaterfrontFeatures,numOfWindowFeatures,numOfCommunityFeatures,lotSizeSqFt,livingAreaSqFt,numOfPrimarySchools,numOfElementarySchools,numOfMiddleSchools,numOfHighSchools,avgSchoolDistance,avgSchoolRating,avgSchoolSize,MedianStudentsPerTeacher,numOfBathrooms,numOfBedrooms,numOfStories,city_del valle,city_driftwood,city_dripping springs,city_manchaca,city_manor,city_pflugerville,city_road,city_west lake hills,homeType_Condo,homeType_Mobile / Manufactured,homeType_MultiFamily,homeType_Multiple Occupancy,homeType_Other,homeType_Residential,homeType_Single Family,homeType_Townhouse,homeType_Vacant Land
30.352840423583984,-97.79354858398438,1.98,0,1,1,0,1,0,0,0,1995,399900.0,1,1,2019,26,0,3,1,0,0,0,0,0,3963.0,1487.0,1,0,1,1,3.4,7.0,1177,16,2.0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.23677062988281,-97.58175659179688,1.98,0,1,1,0,1,0,0,0,2016,215000.0,1,8,2019,27,0,3,1,0,0,0,0,0,5749.0,1370.0,1,0,1,1,1.8333333333333333,3.0,1457,13,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.42306327819824,-97.86306762695312,1.98,2,1,1,1,1,0,0,2,2000,519500.0,3,11,2020,67,0,2,2,1,3,0,0,0,7666.0,3055.0,1,0,1,1,2.1,7.0,1277,16,4.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.39213752746582,-97.826904296875,1.98,0,1,1,0,1,0,0,0,2010,450000.0,1,8,2018,14,0,2,1,0,0,0,0,0,6368.0,2283.0,1,0,1,1,0.6000000000000001,7.0,1381,16,3.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30.43273162841797,-97.8270034790039,1.98,0,1,1,0,1,0,0,0,1995,463700.0,1,10,2018,37,0,2,1,0,0,0,0,0,9539.0,3115.0,1,0,1,1,1.5333333333333332,8.0,1275,15,3.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.24313545227051,-97.58552551269533,1.98,2,1,1,1,1,0,0,2,1987,209900.0,1,3,2020,23,0,7,2,0,0,0,1,0,5558.0,1419.0,1,0,1,1,1.6666666666666667,3.0,1457,13,2.0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.17849540710449,-97.69666290283205,1.98,2,1,1,1,1,0,0,2,2016,375000.0,2,8,2020,78,0,2,2,1,0,0,0,0,6969.0,2682.0,1,0,1,1,2.9,3.6666666666666665,1532,12,5.0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.21564483642578,-97.63555145263672,1.98,2,1,1,1,1,0,0,2,2014,229900.0,1,6,2020,32,0,2,2,1,1,0,0,0,4573.0,1936.0,1,0,1,1,3.2000000000000006,3.0,1457,13,3.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.42333984375,-97.86441040039062,1.98,2,1,1,1,1,0,1,2,2001,549900.0,1,8,2018,38,0,3,2,0,0,0,0,0,10105.0,3794.0,1,0,1,1,2.1333333333333333,7.0,1277,16,4.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.375999450683604,-97.7984848022461,1.98,0,1,1,0,1,0,0,0,1983,690000.0,3,1,2019,36,0,5,1,0,0,0,0,0,10367.0,2967.0,1,0,1,1,2.9333333333333336,7.0,1523,17,3.0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.48835182189941,-97.7944564819336,2.21,0,1,1,0,1,0,0,0,2014,584900.0,1,3,2019,43,0,3,2,0,0,0,0,0,7501.0,3787.0,1,0,1,1,3.2999999999999994,7.666666666666668,1259,14,4.0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30.43100929260254,-97.66204071044922,1.98,2,1,1,1,1,0,0,2,2011,287500.0,3,6,2018,47,0,3,2,0,0,0,0,0,7623.0,2314.0,1,0,1,1,1.3333333333333333,2.6666666666666665,1063,14,3.0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30.44328117370605,-97.79827880859376,1.98,0,1,1,0,1,0,0,0,1977,599800.0,2,9,2019,40,0,7,1,2,1,0,1,0,11325.6,2753.0,0,1,1,1,0.8333333333333334,8.666666666666666,1632,16,3.0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
